Date,Time,Temperature,Humidity,PM1,PM2.5,PM10,CO,NOx,Location
2021-02-05,02:42:42am,23.0,48.0,76,113,121,0.43,0.0,Gulshan-e-Ravi
2021-02-05,02:52:42am,22.3,49.0,76,113,121,0.34,0.0,Gulshan-e-Ravi
2021-02-05,03:02:42am,21.9,49.0,76,113,121,0.26,0.0,Gulshan-e-Ravi
2021-02-05,03:12:42am,21.6,49.0,76,113,121,0.27,0.0,Gulshan-e-Ravi
2021-02-05,03:22:43am,21.5,49.0,76,113,121,0.28,0.0,Gulshan-e-Ravi
2021-02-05,03:32:43am,21.4,49.0,76,113,121,0.26,0.0,Gulshan-e-Ravi
2021-02-05,03:42:43am,21.3,49.0,76,113,121,0.26,0.0,Gulshan-e-Ravi
2021-02-05,03:52:43am,21.3,49.0,76,113,121,0.25,0.0,Gulshan-e-Ravi
2021-02-05,04:02:44am,21.2,49.0,76,113,121,0.25,0.0,Gulshan-e-Ravi
2021-02-05,04:12:44am,21.1,49.0,76,113,121,0.25,0.0,Gulshan-e-Ravi
2021-02-05,04:22:44am,21.1,49.0,76,113,121,0.25,0.0,Gulshan-e-Ravi
2021-02-05,04:32:44am,21.1,49.0,76,113,121,0.24,0.0,Gulshan-e-Ravi
2021-02-05,04:42:45am,21.0,49.0,76,113,121,0.23,0.0,Gulshan-e-Ravi
2021-02-05,04:52:45am,20.9,50.0,76,113,121,0.26,0.0,Gulshan-e-Ravi
2021-02-05,05:02:45am,20.9,50.0,76,113,121,0.25,0.0,Gulshan-e-Ravi
2021-02-05,05:12:45am,20.9,50.0,76,113,121,0.22,0.0,Gulshan-e-Ravi
2021-02-05,05:22:46am,20.8,50.0,76,113,121,0.22,0.0,Gulshan-e-Ravi
2021-02-05,05:32:46am,20.7,50.0,76,113,121,0.21,0.0,Gulshan-e-Ravi
2021-02-05,05:42:46am,20.6,50.0,76,113,121,0.21,0.0,Gulshan-e-Ravi
2021-02-05,05:52:46am,20.6,50.0,76,113,121,0.2,0.0,Gulshan-e-Ravi
2021-02-05,06:02:47am,20.5,50.0,76,113,121,0.2,0.0,Gulshan-e-Ravi
2021-02-05,06:12:47am,20.5,50.0,76,113,121,0.2,0.0,Gulshan-e-Ravi
2021-02-05,06:22:47am,20.4,50.0,76,113,121,0.19,0.0,Gulshan-e-Ravi
2021-02-05,06:32:47am,20.4,50.0,76,113,121,0.19,0.0,Gulshan-e-Ravi
2021-02-05,06:42:48am,20.3,50.0,76,113,121,0.18,0.0,Gulshan-e-Ravi
2021-02-05,06:52:55am,20.2,50.0,49,75,80,0.65,0.0,Gulshan-e-Ravi
2021-02-05,07:02:56am,20.2,50.0,49,75,80,0.72,0.0,Gulshan-e-Ravi
2021-02-05,07:12:56am,20.2,50.0,49,75,80,0.73,0.0,Gulshan-e-Ravi
2021-02-05,07:22:56am,20.2,50.0,49,75,80,0.74,0.0,Gulshan-e-Ravi
2021-02-05,07:32:56am,20.1,50.0,49,75,80,0.76,0.0,Gulshan-e-Ravi
2021-02-05,07:42:57am,20.0,50.0,49,75,80,0.71,0.0,Gulshan-e-Ravi
2021-02-05,07:52:57am,20.0,50.0,49,75,80,0.77,0.0,Gulshan-e-Ravi
2021-02-05,08:02:57am,20.1,50.0,49,75,80,0.76,0.0,Gulshan-e-Ravi
2021-02-05,08:12:57am,20.1,50.0,49,75,80,0.76,0.0,Gulshan-e-Ravi
2021-02-05,08:22:58am,20.2,50.0,49,75,80,1.21,0.0,Gulshan-e-Ravi
2021-02-05,08:32:58am,20.5,50.0,49,75,80,1.13,0.0,Gulshan-e-Ravi
2021-02-05,08:42:58am,20.5,50.0,49,75,80,1.12,0.0,Gulshan-e-Ravi
2021-02-05,08:52:58am,20.7,50.0,49,75,80,1.5,0.0,Gulshan-e-Ravi
2021-02-05,09:02:59am,21.5,48.0,49,75,80,1.56,0.0,Gulshan-e-Ravi
2021-02-05,09:12:59am,21.6,48.0,49,75,80,1.5,0.0,Gulshan-e-Ravi
2021-02-05,09:33:04am,21.7,47.0,49,75,80,1.43,0.0,Gulshan-e-Ravi
2021-02-05,09:43:05am,21.8,47.0,49,75,80,1.4,0.0,Gulshan-e-Ravi
2021-02-05,09:53:05am,21.9,47.0,49,75,80,1.36,0.0,Gulshan-e-Ravi
